"Metric 8: Maintaining affordability of energy costs (Alternative Calculation)","","","","","Notes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Variable BEC(2005): Baseline Electricity Consumption in 2005","","Note: Data point taken from EIA Consumption","","","","","","","","","","Note: Results from this calculation are only valid when viewed as 'All Fuels'","","","","","","","","","","","","","","","","","","","","","","","",""
"","Baseline Comparative Consumption","Million kWh","http://puc.hawaii.gov/reports/Report%20to%20Leg.kks.2008-11-12%20puc.pdf
http://dms.puc.hawaii.gov/dms/OpenDocServlet?RT=&document_id=91+3+ICM4+LSDB15+PC_DocketReport59+26+A1001001A12D04B24000E5143818+A12D04B24000E514381+14+1960","","","9043.699","9198.798","9477.631","9544.999","9806.228","10276.882","10216.157","10276.146","10166.462","9974.988","9983.936","9807.671","9519.03","9109.722","8830.499","8719.481","6818.4","6609.695","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Variable HF(2005,c,p,y): Hypothetical Power Sector Fuel Consumption by energy source and year","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Diesel","MMBtu","","","","","","14464821.4831","14567638.9586","14966328.3412","15684643.5077","15591964.6216","15683520.2198","15516119.7924","15223890.9402","15237547.4355","14968530.6571","14528004.9036","13903316.3974","13477164.4561","13307728.0694","10406286.0012","10087759.0859","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"","Fuel Oil","MMBtu","","","","","","68374783.0264","68860798.1902","70745391.1012","74140845.6331","73702755.2812","74135535.8842","73344239.0189","71962881.8838","72027435.7326","70755801.3832","68673449.1849","65720565.1055","63706157.4923","62905236.7072","49190205.9267","47684538.6253","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"","SNG","MMBtu","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"","Coal","MMBtu","","","","","","14522546.0783","14625773.8664","15026054.294","15747236.0325","15654187.2938","15746108.2619","15578039.7916","15284644.7451","15298355.7392","15028265.3986","14585981.6441","13958800.2007","13530947.6199","13360835.0654","10447814.246","10128016.189","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"","All Fuels","MMBtu","","","","","","97362150.5878","98054211.0152","100737773.736","105572725.173","104948907.197","105565164.366","104438398.603","102471417.569","102563338.907","100752597.439","97787435.7326","93582681.7036","90714269.5684","89573799.8419","70044306.174","67900313.9001","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Variable FP (y,f): Fuel Price by Year and Fuel","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Diesel","$/million Btu","","","","","","5.72","7.49","8.97","10.26","15.42","16.19","22.86","13.73","17.45","23.57","24.87","23.77","22.98","14.21","11.43","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
"","Fuel Oil","$/million Btu","","","","","","4.87","4.87","5.04","8.69","9.89","10.94","16.21","9.43","13.49","19.52","21.39","20.18","19.23","10.04","7.92","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
"","SNG","$/million Btu","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
"","Coal","$/million Btu","","","","","","1.6","2.96","1.88","1.43","1.68","1.85","2.19","2.24","2.22","1.66","1.89","1.96","2.49","3.27","3.08","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
"","All Fuels","$/million Btu","","","","","","12.19","15.32","15.89","20.38","26.99","28.98","41.26","25.4","33.16","44.75","48.15","45.91","44.7","27.52","22.43","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Variabl HFE(2005,y,p,f): Hyopthetical Fuel Expenditure for Power Sector by Year and Fuel","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Diesel","Million Dollars","","","","","","82.7387788832","109.1116158","134.24796522","160.924442389","240.428094464","253.916192358","354.698498455","209.02402261","265.895202749","352.808267587","361.311481951","330.481830765","309.705239202","189.102815866","118.943848994","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
"","Fuel Oil","Million Dollars","","","","","","332.985193339","335.352087186","356.55677115","644.283948551","728.920249732","811.042762573","1188.9101145","678.609976164","971.650108033","1381.153243","1468.92507807","1326.24100383","1225.06940858","631.56857654","389.58643094","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
"","SNG","Million Dollars","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
"","Coal","Million Dollars","","","","","","23.2360737253","43.2922906444","28.2489820727","22.5185475265","26.2990346536","29.1303002845","34.1159071436","34.2376042291","33.962349741","24.9469205617","27.5675053074","27.3592483935","33.6920595736","43.6899306637","32.1792678777","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
"","All Fuels","Million Dollars","","","","","","438.960045947","487.755993631","519.053718443","827.726938467","995.647378849","1094.08925522","1577.72452009","921.871603003","1271.50766052","1758.90843115","1857.80406532","1684.08208299","1568.46670735","864.36132307","540.709547811","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Variabl AFC(Actual,y,p,f): Actual Fuel Consumption for Power Sector by Year and Fuel","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Diesel","Billion Btu","","","","","","23199000","13367000","14464000","15035000","14236000","13377000","12712000","13008000","12976000","13071000","12601000","11992000","11855000","12310000","11746000","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
"","Fuel Oil","Billion Btu","","","","","","68247000","67907000","70527000","71070000","72295000","71832000","69217000","67297000","65157000","64471000","59686000","57940000","55115000","54987000","53197000","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
"","SNG","Billion Btu","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
"","Coal","Billion Btu","","","","","","15963000","16670000","16661000","15095000","14465000","15313000","15784000","15049000","15702000","14775000","15432000","13948000","15873000","14495000","16160000","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
"","All Fuels","Billion Btu","","","","","","107409000","97944000","101652000","101200000","100996000","100522000","97713000","95354000","93835000","92317000","87719000","83880000","82843000","81792000","81103000","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Variabl AFE(Actual,y,p,f): Actual Fuel Expenditure for Power Sector by Year and Fuel","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Diesel","Million Dollars","","","","","","132.69828","100.11883","129.74208","154.2591","219.51912","216.57363","290.59632","178.59984","226.4312","308.08347","313.38687","285.04984","272.4279","174.9251","134.25678","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
"","Fuel Oil","Million Dollars","","","","","","332.36289","330.70709","355.45608","617.5983","714.99755","785.84208","1122.00757","634.61071","878.96793","1258.47392","1276.68354","1169.2292","1059.86145","552.06948","421.32024","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
"","SNG","Million Dollars","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
"","Coal","Million Dollars","","","","","","25.5408","49.3432","31.32268","21.58585","24.3012","28.32905","34.56696","33.70976","34.85844","24.5265","29.16648","27.33808","39.52377","47.39865","49.7728","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
"","All Fuels","Million Dollars","","","","","","490.60197","480.16912","516.52084","793.44325","958.81787","1030.74476","1447.17085","846.92031","1140.25757","1591.08389","1619.23689","1481.61712","1371.81312","774.39323","605.34982","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Ratio AFE:HFE (y,p,f): Actual Expenditures to Hypothetical Expenditures in the Power Sector by Year and Fuel","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Diesel","","","","","","","1.60382207462","0.917581774092","0.966436100444","0.958580919777","0.913034395956","0.852933513175","0.819276995154","0.854446478306","0.851580613937","0.87323200249","0.867359288743","0.862528022614","0.879636071712","0.925026415914","1.12874083978","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
"","Fuel Oil","","","","","","","0.998131138107","0.986148894359","0.996912998885","0.958580919777","0.980899556931","0.968928047032","0.943727836377","0.935162659392","0.904613628644","0.91117616845","0.869127744542","0.881611408956","0.865144001294","0.87412436354","1.08145511892","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
"","SNG","","","","","","","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
"","Coal","","","","","","","1.09918742306","1.13976875018","1.10880738709","0.958580919777","0.924033916838","0.972494266222","1.013221189","0.984582909904","1.02638481336","0.983147396462","1.05800215416","0.999226280154","1.17308857043","1.08488727906","1.54673500308","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
"","All Fuels","","","","","","","1.11764606945","0.984445350277","0.995120199793","0.958580919777","0.963009485455","0.942102991219","0.917251922987","0.918696602912","0.896776012762","0.90458597038","0.871586471481","0.879777259652","0.874620489915","0.895913791295","1.11954712553","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","All Fuels (Savings)","","","","","","","438.960045947","487.755993631","519.053718443","827.726938467","995.647378849","1094.08925522","1577.72452009","921.871603003","1271.50766052","1758.90843115","1857.80406532","1684.08208299","1568.46670735","864.36132307","540.709547811","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
"","All Fuels (Actual)","","","","","","","490.60197","480.16912","516.52084","793.44325","958.81787","1030.74476","1447.17085","846.92031","1140.25757","1591.08389","1619.23689","1481.61712","1371.81312","774.39323","605.34982","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
