"Metric 8: Maintaining affordability of energy costs (Alternative Calculation)","","","","","Notes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Variable BEC(2005): Baseline Electricity Consumption in 2005","","Note: Data point taken from EIA Consumption","","","","","","","","","","Note: Results from this calculation are only valid when viewed as 'All Fuels'","","","","","","","","","","","","","","","","","","","","","","","",""
"","Baseline Comparative Consumption","Million kWh","http://puc.hawaii.gov/reports/Report%20to%20Leg.kks.2008-11-12%20puc.pdf
http://dms.puc.hawaii.gov/dms/OpenDocServlet?RT=&document_id=91+3+ICM4+LSDB15+PC_DocketReport59+26+A1001001A12D04B24000E5143818+A12D04B24000E514381+14+1960","","","9043.699","9198.798","9477.631","9544.999","9806.228","10276.3821209","10215.9567975","10274.7464166","10166.462184","9974.987736","9983.936227","9807.67089","9519.030235","9109.72247175","8830.50005637","8719.494","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Variable HF(2005,c,p,y): Hypothetical Power Sector Fuel Consumption by energy source and year","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Diesel","MMBtu","","","","","","14482873.7638","14585819.5569","14985006.5088","15703454.2711","15611117.6596","15700954.733","15535484.388","15242890.1459","15256564.4349","14987211.4052","14546136.3971","13920668.6335","13493985.7426","13324356.1483","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"","Fuel Oil","MMBtu","","","","","","68378252.7334","68864292.5603","70748981.1057","74141001.4644","73705050.958","74129200.3504","73347962.2305","71966531.7657","72031092.4327","70759391.1224","68676935.7433","65723903.5266","63709397.9093","62908522.6508","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"","SNG","MMBtu","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"","Coal","MMBtu","","","","","","15918364.8723","16031514.2875","16470267.235","17259924.9927","17158436.3036","17257177.7093","17075306.5302","16753711.384","16768741.0201","16472690.6729","15987897.8736","15300435.9624","14831461.7759","14645019.0975","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"","All Fuels","MMBtu","","","","","","98779491.3696","99481626.4047","102204254.85","107104380.728","106474604.921","107087332.793","105958753.149","103963133.296","104056397.888","102219293.2","99210970.014","94945008.1225","92034845.4278","90877897.8967","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Variable FP (y,f): Fuel Price by Year and Fuel","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Diesel","$/million Btu","","","","","","5.72","7.49","8.97","10.26","15.42","16.19","22.86","13.73","17.45","23.57","24.87","23.77","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
"","Fuel Oil","$/million Btu","","","","","","4.87","4.87","5.04","8.69","9.89","10.94","16.21","9.43","13.49","19.52","21.39","20.18","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
"","SNG","$/million Btu","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
"","Coal","$/million Btu","","","","","","1.6","2.96","1.88","1.43","1.68","1.85","2.19","2.24","2.22","1.66","1.89","1.96","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
"","All Fuels","$/million Btu","","","","","","12.19","15.32","15.89","20.38","26.99","28.98","41.26","25.4","33.16","44.75","48.15","45.91","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Variabl HFE(2005,y,p,f): Hyopthetical Fuel Expenditure for Power Sector by Year and Fuel","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Diesel","Million Dollars","","","","","","82.8420379292","109.247788481","134.415508384","161.117440821","240.723434312","254.198457127","355.14117311","209.284881703","266.227049389","353.24857282","361.762412197","330.894293419","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
"","Fuel Oil","Million Dollars","","","","","","333.002090812","335.369104769","356.574864773","644.285302726","728.942953974","810.973451834","1188.97046776","678.644394551","971.699436918","1381.22331471","1468.99965555","1326.30837317","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
"","SNG","Million Dollars","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
"","Coal","Million Dollars","","","","","","25.4693837957","47.4532822909","30.9641024019","24.6816927395","28.8261729901","31.9257787622","37.3949213012","37.5283135002","37.2266050647","27.3446665169","30.217126981","29.9888544863","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
"","All Fuels","Million Dollars","","","","","","441.313512537","492.070175541","521.954475559","830.084436286","998.492561276","1097.09768772","1581.50656217","925.457589754","1275.15309137","1761.81655405","1860.97919473","1687.19152107","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Variabl AFC(Actual,y,p,f): Actual Fuel Consumption for Power Sector by Year and Fuel","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Diesel","Billion Btu","","","","","","23223000","13381000","14482000","15053000","14290000","13472000","12811000","13107000","13083000","13186000","12607000","12003000","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
"","Fuel Oil","Billion Btu","","","","","","68247000","67907000","70527000","71070000","72295000","71832000","69217000","67297000","65157000","64471000","59686000","57940000","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
"","SNG","Billion Btu","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
"","Coal","Billion Btu","","","","","","15963000","17882000","18001000","16545000","15889000","17213000","17847000","16925000","15702000","14775000","15432000","13948000","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
"","All Fuels","Billion Btu","","","","","","107433000","99170000","103010000","102668000","102474000","102517000","99875000","97329000","93942000","92432000","87725000","83891000","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Variabl AFE(Actual,y,p,f): Actual Fuel Expenditure for Power Sector by Year and Fuel","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Diesel","Million Dollars","","","","","","132.83556","100.22369","129.90354","154.44378","220.3518","218.11168","292.85946","179.95911","228.29835","310.79402","313.53609","285.31131","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
"","Fuel Oil","Million Dollars","","","","","","332.36289","330.70709","355.45608","617.5983","714.99755","785.84208","1122.00757","634.61071","878.96793","1258.47392","1276.68354","1169.2292","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
"","SNG","Million Dollars","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
"","Coal","Million Dollars","","","","","","25.5408","52.93072","33.84188","23.65935","26.69352","31.84405","39.08493","37.912","34.85844","24.5265","29.16648","27.33808","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
"","All Fuels","Million Dollars","","","","","","490.73925","483.8615","519.2015","795.70143","962.04287","1035.79781","1453.95196","852.48182","1142.12472","1593.79444","1619.38611","1481.87859","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Ratio AFE:HFE (y,p,f): Actual Expenditures to Hypothetical Expenditures in the Power Sector by Year and Fuel","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Diesel","","","","","","","1.6034801089","0.917397884143","0.966432679989","0.958578905008","0.915373281501","0.85803699387","0.824628294815","0.859876301314","0.857532510403","0.879816774684","0.866690621881","0.862243065759","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
"","Fuel Oil","","","","","","","0.998080490095","0.98609885436","0.996862412685","0.958578905008","0.980869005046","0.969010857536","0.943679931864","0.935115231329","0.904567705409","0.911129942999","0.869083621073","0.881566627834","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
"","SNG","","","","","","","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
"","Coal","","","","","","","1.00280400205","1.11542800508","1.09293915776","0.958578905008","0.926016783745","0.997440038573","1.04519353538","1.01022392066","0.936385145502","0.896939078953","0.965230083533","0.911608011319","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
"","All Fuels","","","","","","","1.11199688217","0.983318079516","0.994725640477","0.958578905008","0.963495280095","0.944125415258","0.919346144228","0.921146284214","0.895676548744","0.904631322904","0.870179588567","0.87831083282","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","All Fuels (Savings)","","","","","","","441.313512537","492.070175541","521.954475559","830.084436286","998.492561276","1097.09768772","1581.50656217","925.457589754","1275.15309137","1761.81655405","1860.97919473","1687.19152107","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
"","All Fuels (Actual)","","","","","","","490.73925","483.8615","519.2015","795.70143","962.04287","1035.79781","1453.95196","852.48182","1142.12472","1593.79444","1619.38611","1481.87859","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
